customer_id,age,tenure,monthly_charge,payment_type,multiple
Q20365,84,3.956375328,137.483594,Bank Transfer Automatic,t
F498478,49,12.75071284,182.467607,Credit Card Automatic,t
H782363,22,9.039309605,149.988989,Mailed Check,t
A853801,28,20.91720893,182.443347,Electronic Check,t
F383331,43,9.709171662,157.469817,Mailed Check,t
E770575,66,1.939549257,152.510442,Credit Card Automatic,t
J434777,34,2.447649309,149.97755,Bank Transfer Automatic,t
R140732,56,10.81997919,172.456745,Electronic Check,t
N818917,44,8.878536605,197.494455,Electronic Check,t
U912904,59,2.359067126,204.961033,Bank Transfer Automatic,t
X415795,41,9.450195459,169.974105,Mailed Check,t
V777004,77,1.815836226,179.947583,Bank Transfer Automatic,t
G902299,20,8.932053699,167.456419,Electronic Check,t
T898999,59,1.597765127,139.987503,Credit Card Automatic,t
T843460,88,6.013261132,217.470195,Bank Transfer Automatic,t
Q738259,55,5.204111135,147.456419,Credit Card Automatic,t
T446100,28,5.511437756,137.468388,Electronic Check,t
R183041,47,10.19243185,194.958118,Bank Transfer Automatic,t
L285305,26,5.884557067,229.993134,Bank Transfer Automatic,t
Z592090,41,1.084656113,147.478341,Bank Transfer Automatic,t
A04204,34,2.140387928,175.006206,Credit Card Automatic,t
A410868,22,7.931439645,204.963371,Electronic Check,t
Y424748,63,4.985175451,137.483594,Bank Transfer Automatic,t
Y998384,66,17.28022598,204.963371,Credit Card Automatic,t
M102949,48,5.981775914,140.00128,Mailed Check,t
F43067,42,2.684151079,139.987503,Electronic Check,t
B539992,56,14.02310297,204.961033,Bank Transfer Automatic,t
P591493,81,6.357562637,152.510442,Electronic Check,t
S721167,68,7.243986575,147.478341,Mailed Check,t
F83510,82,1.876407503,184.963371,Credit Card Automatic,t
O261091,35,14.86270396,137.468388,Credit Card Automatic,t
Q668333,73,9.75910234,127.511223,Electronic Check,t
H53122,19,6.999864982,134.980139,Electronic Check,t
T164384,76,7.847288476,112.484375,Bank Transfer Automatic,t
G755151,64,8.019086021,192.470522,Mailed Check,t
C167419,44,2.72317525,192.48852,Electronic Check,t
H151913,34,16.66441267,184.979684,Electronic Check,t
V585340,66,19.28424826,184.985293,Credit Card Automatic,t
V540566,78,13.57977305,277.63748,Mailed Check,t
T00947,80,3.613513424,112.484375,Electronic Check,t
W453618,31,8.458573247,157.483594,Electronic Check,t
V469262,89,7.599617029,182.465269,Credit Card Automatic,t
Y164259,79,14.08292576,195.006206,Bank Transfer Automatic,t
Z379988,55,3.293435643,192.48852,Credit Card Automatic,t
R996865,48,6.541066702,187.46728,Mailed Check,t
P706486,78,4.332134531,157.469817,Electronic Check,t
A96078,89,16.97529426,149.988989,Mailed Check,t
H948218,30,25.77611616,182.483267,Credit Card Automatic,t
S769641,70,9.322934248,159.979358,Electronic Check,t
L743816,84,3.087125795,160.00128,Credit Card Automatic,t
E807714,73,11.95255483,179.979358,Bank Transfer Automatic,t
V354248,44,7.748288711,182.465269,Mailed Check,t
C518382,29,9.44860885,217.470195,Electronic Check,t
V866500,57,4.310152224,157.483594,Mailed Check,t
O763178,18,4.475652318,162.467607,Electronic Check,t
S256921,54,11.09808176,172.456745,Mailed Check,t
C17948,23,3.414733275,194.988208,Electronic Check,t
W218282,27,4.72236,169.9447,Credit Card Automatic,t
R447088,78,3.11643578,179.947583,Mailed Check,t
B609623,45,2.463011656,207.49737,Credit Card Automatic,t
S461725,31,9.595456517,207.481057,Mailed Check,t
Q994964,26,13.04114417,194.999168,Credit Card Automatic,t
L296464,74,5.36237356,157.469817,Electronic Check,t
R261202,55,3.505235526,182.476229,Credit Card Automatic,t
N843105,22,4.709035899,144.960655,Mailed Check,t
C774228,27,13.17849974,147.478341,Electronic Check,t
P451776,48,11.58317216,134.980139,Bank Transfer Automatic,t
H455492,75,8.277054038,149.944668,Mailed Check,t
X685005,18,2.729451922,152.510442,Mailed Check,t
I237134,37,5.134989649,184.971516,Bank Transfer Automatic,t
X496118,41,6.979009919,227.475448,Electronic Check,t
I636533,34,1.740841699,194.958118,Mailed Check,t
E161106,44,4.906579535,115.002061,Electronic Check,t
M957583,62,15.90065569,192.440432,Bank Transfer Automatic,t
Z842303,20,1.047382039,144.960655,Credit Card Automatic,t
N715806,77,4.905988692,192.470522,Electronic Check,t
A385989,25,2.253077812,150.006987,Electronic Check,t
G470445,19,8.137267032,179.947583,Bank Transfer Automatic,t
G390885,34,4.868716415,179.965581,Mailed Check,t
L603563,81,9.618627021,152.509013,Electronic Check,t
Z99512,63,22.11524673,172.456745,Electronic Check,t
X556472,40,3.328266165,172.510442,Mailed Check,t
Y211180,20,11.34544436,140.00128,Mailed Check,t
I961815,84,15.0349197,207.46728,Credit Card Automatic,t
H279354,75,8.846951024,157.483594,Bank Transfer Automatic,t
K309886,27,5.376652863,162.497044,Electronic Check,t
E777441,38,11.67460124,139.987503,Bank Transfer Automatic,t
K797257,55,24.71916223,179.965581,Electronic Check,t
Y247582,89,14.69261964,124.960655,Bank Transfer Automatic,t
B586243,84,2.39088492,124.960655,Electronic Check,t
S859045,64,8.700517617,179.947583,Bank Transfer Automatic,t
U531334,74,1.018519598,160.01224,Electronic Check,t
I664660,32,14.7804282,162.467607,Credit Card Automatic,t
Z461269,27,4.218778557,144.960655,Mailed Check,t
P456447,36,2.205915318,164.985293,Bank Transfer Automatic,t
E396045,43,10.03360917,147.503078,Mailed Check,t
E110276,75,17.48396291,202.443347,Bank Transfer Automatic,t
R846970,51,5.824620949,149.944668,Credit Card Automatic,t
N471149,25,17.41856593,192.470522,Mailed Check,t
E555705,50,16.99923183,157.483594,Mailed Check,t
L982121,63,8.960033031,184.985293,Mailed Check,t
W671969,43,15.40849216,214.952509,Mailed Check,t
W698821,40,17.56356483,240.114868,Mailed Check,t
J37804,23,9.510993751,167.456419,Electronic Check,t
A225434,39,6.19002424,159.987503,Mailed Check,t
Z731991,80,9.067061096,160.01224,Electronic Check,t
C658180,31,1.845003373,137.468388,Bank Transfer Automatic,t
Y396609,42,3.12313921,194.988208,Electronic Check,t
M881138,60,4.255080878,137.483594,Mailed Check,t
Y549510,81,13.98469679,235.188375,Bank Transfer Automatic,t
Y32332,33,10.39427126,192.470522,Bank Transfer Automatic,t
L327497,41,10.22370845,207.49737,Credit Card Automatic,t
V515770,23,8.634921784,207.49737,Electronic Check,t
A83621,89,7.245906912,159.987503,Electronic Check,t
T544616,85,9.378558244,192.440432,Credit Card Automatic,t
P458031,88,30.03608319,202.443347,Electronic Check,t
H927567,31,9.045537332,144.960655,Credit Card Automatic,t
H358470,77,1.87055247,157.483594,Electronic Check,t
K669208,37,10.7468963,187.481057,Mailed Check,t
D604002,70,9.764790968,169.992756,Electronic Check,t
D493302,42,6.695029374,152.510442,Electronic Check,t
P905987,59,1.784103787,159.987503,Mailed Check,t
X319524,32,9.676963031,204.961033,Credit Card Automatic,t
J909235,83,13.14070245,137.469817,Bank Transfer Automatic,t
X512139,44,19.9235245,172.462354,Bank Transfer Automatic,t
V350641,58,3.106980528,192.440432,Bank Transfer Automatic,t
J379461,23,10.08463748,182.467607,Mailed Check,t
N14233,70,6.169035922,195.006206,Bank Transfer Automatic,t
N85718,60,8.886360176,172.456745,Bank Transfer Automatic,t
M559025,46,5.396647294,137.468388,Electronic Check,t
I142610,34,4.526667855,187.49737,Mailed Check,t
Z884144,47,6.832965812,184.949594,Bank Transfer Automatic,t
V765087,21,6.109999694,202.443347,Electronic Check,t
Q641611,41,4.997365436,162.465269,Credit Card Automatic,t
H326789,77,9.417609509,172.510442,Credit Card Automatic,t
D110610,49,11.96148946,227.475448,Mailed Check,t
U873148,56,8.574105728,172.510442,Credit Card Automatic,t
I236091,88,8.000279417,172.440432,Electronic Check,t
B46761,22,15.16346403,139.986074,Mailed Check,t
Y313023,26,10.36025557,182.45383,Bank Transfer Automatic,t
V148850,22,17.63783701,172.487091,Bank Transfer Automatic,t
S958641,35,2.937852035,167.456419,Credit Card Automatic,t
H02721,72,14.06970055,127.525,Mailed Check,t
N863885,48,11.55776139,179.947583,Electronic Check,t
W891810,73,22.71649048,184.971516,Electronic Check,t
Q136086,43,27.96096319,159.994242,Electronic Check,t
O139361,18,15.71358455,115.002061,Electronic Check,t
Z964652,55,15.97494301,159.979358,Mailed Check,t
S755342,73,3.124488057,147.471303,Electronic Check,t
I894965,89,11.08150154,182.45383,Mailed Check,t
E505861,74,7.273510936,144.960655,Electronic Check,t
Z723653,72,3.685081574,160.00128,Credit Card Automatic,t
N663585,42,5.7018635,172.462354,Bank Transfer Automatic,t
A959352,48,2.849622074,194.976769,Credit Card Automatic,t
V658272,42,9.339307484,144.960655,Bank Transfer Automatic,t
D164540,30,4.777862937,164.985293,Mailed Check,t
V91565,48,2.661961707,160.00128,Credit Card Automatic,t
Y735827,18,10.55505829,149.944668,Electronic Check,t
F34950,30,16.08842518,199.990219,Mailed Check,t
P729485,57,7.93260821,157.483594,Bank Transfer Automatic,t
U956918,20,21.63512984,179.947583,Electronic Check,t
L929915,81,15.26657624,204.979684,Credit Card Automatic,t
G372009,60,23.05042619,242.657291,Bank Transfer Automatic,t
O937146,64,14.23594392,169.944668,Electronic Check,t
Q404548,23,5.812856338,159.964152,Electronic Check,t
Z804586,60,7.195646567,134.980139,Mailed Check,t
I714132,85,7.321650003,112.484375,Electronic Check,t
I783595,45,7.59915732,182.483267,Credit Card Automatic,t
J397554,73,3.871799525,252.62403,Mailed Check,t
Z716087,71,4.556801333,165.018175,Mailed Check,t
G676884,22,3.295993837,217.472533,Credit Card Automatic,t
H696459,65,11.44470291,137.483594,Bank Transfer Automatic,t
U631731,86,20.96098587,214.966286,Credit Card Automatic,t
E975865,46,7.349883172,127.511223,Bank Transfer Automatic,t
B796987,46,5.414586898,187.513939,Electronic Check,t
V749792,24,9.605264775,160.00128,Bank Transfer Automatic,t
A379980,49,1.84918194,147.478341,Electronic Check,t
G88929,69,9.07813252,124.993537,Bank Transfer Automatic,t
T405685,37,3.724597242,159.979358,Electronic Check,t
J333300,43,2.180613468,184.985293,Mailed Check,t
V383785,51,13.23888382,162.500489,Mailed Check,t
E198606,89,14.38025496,182.45383,Mailed Check,t
O546888,64,14.60426293,144.960655,Bank Transfer Automatic,t
T215382,58,29.68889421,149.97755,Bank Transfer Automatic,t
H385873,30,2.656111103,204.963371,Bank Transfer Automatic,t
K61066,71,18.02281027,169.992756,Bank Transfer Automatic,t
V372461,64,16.24273454,160.00128,Mailed Check,t
Z384326,54,11.70414173,144.960655,Electronic Check,t
V505906,22,4.909764597,152.462354,Electronic Check,t
J673680,31,19.43430735,175.02109,Electronic Check,t
B75335,67,17.4880629,149.992756,Bank Transfer Automatic,t
V878392,58,6.910330858,229.993134,Electronic Check,t
X590319,58,12.94334524,149.944668,Electronic Check,t
Y224996,61,17.0219219,240.114868,Mailed Check,t
X972156,79,15.6930298,204.979684,Electronic Check,t
C40270,44,11.48699577,174.976769,Credit Card Automatic,t
C783546,70,3.569000983,184.985293,Electronic Check,t
T994346,61,1.897261446,227.475448,Bank Transfer Automatic,t
V334774,71,11.71308191,160.00128,Credit Card Automatic,t
G914703,72,1.934171569,194.958118,Electronic Check,t
K698636,43,20.17588966,214.966286,Electronic Check,t
S735536,56,5.836790126,147.456419,Credit Card Automatic,t
W846119,46,12.63923748,137.469817,Credit Card Automatic,t
G707517,75,11.32593703,172.487091,Bank Transfer Automatic,t
J274180,49,8.249941923,112.484375,Credit Card Automatic,t
R616110,63,9.267785326,157.469817,Bank Transfer Automatic,t
U325455,70,8.245809832,149.944668,Bank Transfer Automatic,t
T247716,75,11.45756486,127.478341,Mailed Check,t
B44052,46,5.970269701,169.944668,Bank Transfer Automatic,t
Z345451,67,2.593102097,124.993537,Bank Transfer Automatic,t
N976772,56,5.110208414,172.462354,Bank Transfer Automatic,t
Z902385,64,6.605815722,194.976769,Electronic Check,t
I165667,55,3.195246168,144.960655,Bank Transfer Automatic,t
H103547,49,14.87053577,137.469817,Credit Card Automatic,t
R829775,75,2.731606393,157.469817,Mailed Check,t
B325435,43,13.77689046,179.965581,Mailed Check,t
I757738,29,2.294386519,172.456745,Bank Transfer Automatic,t
Z781034,42,21.04742054,202.443347,Credit Card Automatic,t
E447952,51,11.80801038,152.510442,Credit Card Automatic,t
A672602,47,11.30820237,160.01224,Electronic Check,t
R702919,39,18.36209103,149.974105,Electronic Check,t
Z671295,24,11.58448327,197.470195,Credit Card Automatic,t
U526402,41,7.00096668,172.462354,Bank Transfer Automatic,t
N472279,67,16.72537387,184.963371,Electronic Check,t
S353547,75,12.17994263,232.637807,Mailed Check,t
V166378,73,14.52416667,157.469817,Mailed Check,t
Y332336,35,19.28013343,204.963371,Electronic Check,t
I114622,18,9.958831629,214.952509,Electronic Check,t
Y564438,63,4.300271811,204.963371,Mailed Check,t
L954651,86,11.07083425,172.503404,Credit Card Automatic,t
K208350,57,6.526670837,112.484375,Mailed Check,t
H813478,35,21.87100089,194.958118,Electronic Check,t
E365087,20,8.734707597,147.503078,Electronic Check,t
E651305,88,5.260793737,149.991327,Electronic Check,t
J991902,43,11.72200614,175.004777,Mailed Check,t
S815475,54,6.864219377,162.497044,Mailed Check,t
N953071,49,6.525380768,179.965581,Electronic Check,t
T767247,50,7.387393996,140.00128,Credit Card Automatic,t
V653192,85,8.758613325,144.960655,Electronic Check,t
G856109,74,11.57257501,152.510442,Electronic Check,t
T240588,62,14.28406007,172.470522,Credit Card Automatic,t
I783434,58,7.753271168,164.971516,Electronic Check,t
X321301,87,3.663316236,127.511223,Mailed Check,t
I903464,33,2.667736094,134.980139,Electronic Check,t
W660958,56,1.789830613,204.963371,Bank Transfer Automatic,t
R107699,75,24.3036064,194.958118,Bank Transfer Automatic,t
F719220,46,19.93726012,182.45383,Credit Card Automatic,t
D963015,28,1.662826246,144.960655,Bank Transfer Automatic,t
J612800,66,2.405574983,172.470522,Credit Card Automatic,t
E125308,33,24.77634001,204.963371,Bank Transfer Automatic,t
B274609,19,6.441555523,162.500489,Bank Transfer Automatic,t
S407948,21,9.46447702,144.960655,Electronic Check,t
E930275,60,22.89696344,162.45383,Credit Card Automatic,t
C141141,36,8.154668093,182.497044,Mailed Check,t
A829889,87,11.89492044,147.478341,Electronic Check,t
R945498,22,8.884543585,179.965581,Electronic Check,t
D39869,33,2.92969581,204.979684,Electronic Check,t
X61484,86,1.84841935,150.020764,Credit Card Automatic,t
B954936,25,12.70583343,220.161527,Electronic Check,t
M463457,39,9.705809585,152.510442,Bank Transfer Automatic,t
M410370,27,15.12645563,157.483594,Mailed Check,t
F418834,48,12.92578188,169.974105,Bank Transfer Automatic,t
U215061,34,13.22141934,192.456745,Credit Card Automatic,t
S512993,26,16.00167972,149.974105,Electronic Check,t
P403100,36,11.59782994,157.483594,Electronic Check,t
R657635,42,1.358818331,204.979684,Bank Transfer Automatic,t
B202167,75,19.79804917,204.949594,Credit Card Automatic,t
P536859,35,13.40891729,144.960655,Electronic Check,t
D777172,24,20.40555252,242.657291,Bank Transfer Automatic,t
M45175,81,8.006997906,127.478341,Bank Transfer Automatic,t
H17292,21,6.563038653,147.471303,Credit Card Automatic,t
J39435,40,11.3031,160.0013,Electronic Check,t
V258672,81,8.209710913,159.994242,Mailed Check,t
V320610,73,5.731198479,169.992756,Mailed Check,t
C62438,69,2.678577227,179.947583,Mailed Check,t
Z846097,86,6.211504434,182.483267,Bank Transfer Automatic,t
Y789151,20,4.510537408,149.944668,Electronic Check,t
M99576,66,6.044266101,152.495236,Credit Card Automatic,t
B964240,53,25.36784311,144.960655,Electronic Check,t
L801309,70,3.005659256,124.993537,Credit Card Automatic,t
Q999794,46,4.385448215,172.462354,Bank Transfer Automatic,t
X857361,89,5.798532598,137.497825,Credit Card Automatic,t
R973770,49,15.54170472,162.467607,Bank Transfer Automatic,t
W54345,80,5.220501553,172.510442,Bank Transfer Automatic,t
F953442,86,7.918255804,169.967067,Mailed Check,t
A752890,27,6.136751688,174.988208,Mailed Check,t
F583877,77,20.00794461,147.503078,Mailed Check,t
K69985,85,22.37864487,124.960655,Electronic Check,t
X68805,57,2.48527604,169.944668,Bank Transfer Automatic,t
G941019,64,7.98560378,162.45383,Mailed Check,t
R960457,44,6.393598693,172.470522,Mailed Check,t
P100818,59,12.57273206,204.979684,Bank Transfer Automatic,t
N694912,48,14.51274009,164.971516,Credit Card Automatic,t
F524918,35,14.7212152,169.967067,Mailed Check,t
U542416,82,24.77325806,179.947583,Electronic Check,t
W61708,45,8.856546048,162.465269,Credit Card Automatic,t
Y568846,27,21.67433467,182.467607,Electronic Check,t
V183873,76,20.93887792,199.990219,Electronic Check,t
P854464,34,6.093194674,217.472533,Credit Card Automatic,t
U282565,18,1.293553,144.9607,Mailed Check,t
X599782,19,5.982479,275.1336,Bank Transfer Automatic,t
O444965,72,5.111408,192.4567,Credit Card Automatic,t
S66397,45,8.954465,172.4404,Credit Card Automatic,t
D154460,20,3.434965,169.9447,Mailed Check,t
V540593,82,4.573172,152.509,Electronic Check,t
X53693,84,8.716735,144.9607,Bank Transfer Automatic,t
Y704877,44,25.17478,160.0013,Electronic Check,t
B483014,44,8.082833,149.9776,Credit Card Automatic,t
K598923,82,2.654262,192.4404,Credit Card Automatic,t
E553725,78,13.63369,214.9663,Mailed Check,t
I962364,23,8.333131,172.4624,Bank Transfer Automatic,t
T504980,63,22.37984,169.9447,Mailed Check,t
M410334,42,2.402087,172.4624,Credit Card Automatic,t
X428566,32,8.084289,184.9853,Electronic Check,t
S144581,63,9.832835,152.5104,Bank Transfer Automatic,t
O980113,39,4.791566,147.4564,Electronic Check,t
V320235,44,22.04122,192.4705,Electronic Check,t
K527252,70,7.809364,152.4624,Bank Transfer Automatic,t
D862321,59,5.459489,172.5104,Credit Card Automatic,t
Q749337,29,6.765777,137.4684,Electronic Check,t
K588515,41,19.72758,252.6378,Mailed Check,t
B393356,88,28.28911,182.4538,Credit Card Automatic,t
A552277,61,8.394454,184.9496,Mailed Check,t
Q501175,25,4.749684,124.9607,Bank Transfer Automatic,t
T805948,40,21.61867,144.9607,Electronic Check,t
F558455,21,8.66647,160.0013,Credit Card Automatic,t
W304055,58,1.230987,147.4713,Bank Transfer Automatic,t
W616179,80,17.13556,194.9882,Electronic Check,t
C993846,46,6.739405,245.175,Electronic Check,t
S981645,75,11.00764,184.961,Mailed Check,t
Z578943,19,17.55138,194.9525,Credit Card Automatic,t
B842292,47,7.675218,174.9581,Mailed Check,t
B717434,26,2.201845,167.4564,Electronic Check,t
L09452,67,4.418468,137.4836,Electronic Check,t
L473992,26,10.7285,124.9607,Bank Transfer Automatic,t
U469886,60,6.17382,194.9744,Electronic Check,t
N816335,35,11.90634,172.4733,Bank Transfer Automatic,t
X946359,40,6.840972,195.0062,Mailed Check,t
A53575,28,20.43585,134.9801,Credit Card Automatic,t
F335560,40,2.707119,187.5139,Credit Card Automatic,t
R506451,39,12.63822,159.9805,Bank Transfer Automatic,t
U565764,32,13.14986,182.4676,Electronic Check,t
R686984,83,7.94384,144.9607,Credit Card Automatic,t
G966744,33,10.57654,162.4676,Bank Transfer Automatic,t
H153949,33,10.269,242.6326,Bank Transfer Automatic,t
T689270,76,4.905018,192.4404,Bank Transfer Automatic,t
Q109692,18,7.533801,172.5034,Mailed Check,t
R313998,48,3.459881,149.9741,Electronic Check,t
F437041,77,27.73225,192.4705,Electronic Check,t
Y206805,74,6.791156,179.9476,Mailed Check,t
T326046,25,11.53977,182.4676,Bank Transfer Automatic,t
Z529081,74,25.32558,277.6513,Mailed Check,t
Q450492,25,9.307673,167.4564,Electronic Check,t
Z81410,57,4.582941,219.9902,Credit Card Automatic,t
E405064,29,9.557096,157.4698,Electronic Check,t
O466894,60,18.13802,172.4624,Bank Transfer Automatic,t
U372337,47,3.197618,160.0013,Mailed Check,t
G897228,81,9.361841,174.9581,Mailed Check,t
T841767,82,5.885148,179.9476,Bank Transfer Automatic,t
X354809,70,7.458099,172.4871,Mailed Check,t
Y593474,46,8.133191,204.961,Bank Transfer Automatic,t
Z775001,56,1.589535,149.9928,Bank Transfer Automatic,t
Z979585,40,14.95975,195.0062,Mailed Check,t
Q604081,75,20.43277,184.9797,Credit Card Automatic,t
Q352952,55,3.437502,157.4698,Credit Card Automatic,t
E856185,49,8.327722,124.9935,Bank Transfer Automatic,t
W728041,68,2.225465,144.9607,Credit Card Automatic,t
R64763,50,9.25848,147.5031,Mailed Check,t
Z399760,89,14.59541,192.4885,Credit Card Automatic,t
T128099,55,5.59356,159.9942,Electronic Check,t
B940410,84,9.288851,147.5031,Bank Transfer Automatic,t
F610309,65,14.76922,204.9634,Credit Card Automatic,t
W870795,37,2.687062,179.9656,Credit Card Automatic,t
S547319,20,5.533288,162.497,Mailed Check,t
W597078,83,15.07508,157.4836,Electronic Check,t
M87448,64,4.867834,144.9607,Credit Card Automatic,t
Q108937,30,17.76511,162.4818,Credit Card Automatic,t
W427020,74,19.14395,112.4844,Credit Card Automatic,t
S778231,60,6.452058,159.9794,Bank Transfer Automatic,t
P458494,54,13.87203,159.9656,Mailed Check,t
Z842388,89,15.07394,220.1149,Bank Transfer Automatic,t
J990450,28,11.13625,139.9875,Mailed Check,t
U301898,76,5.802984,159.9794,Bank Transfer Automatic,t
V940936,23,12.0068,157.4836,Credit Card Automatic,t
T643468,29,1.652127,179.9476,Mailed Check,t
I117898,71,13.46686,204.9797,Bank Transfer Automatic,t
Z836778,55,5.23657,162.497,Electronic Check,t
H306057,49,17.84058,140.0013,Credit Card Automatic,t
E197128,32,11.49687,112.4844,Credit Card Automatic,t
T565722,37,11.61284,197.4702,Credit Card Automatic,t
X548528,56,18.8572,137.4684,Credit Card Automatic,t
N654093,43,7.42363,147.4713,Mailed Check,t
P18386,64,14.44636,202.4433,Electronic Check,t
D296668,87,9.000396,140.0013,Credit Card Automatic,t
V982691,32,7.194779,162.4676,Bank Transfer Automatic,t
W05933,18,18.8098,275.1336,Bank Transfer Automatic,t
I401442,48,16.66123,179.9476,Electronic Check,t
S311262,56,12.00909,152.5104,Bank Transfer Automatic,t
P784259,75,19.14656,169.9447,Credit Card Automatic,t
K865506,36,8.940085,182.4676,Mailed Check,t
C951645,19,8.522053,182.4833,Mailed Check,t
U315909,64,14.04801,160.0013,Electronic Check,t
L98884,18,8.113307,149.9776,Credit Card Automatic,t
Q200925,57,9.303687,172.4705,Bank Transfer Automatic,t
S214992,22,18.96848,179.9656,Bank Transfer Automatic,t
B585942,48,2.440244,179.9656,Mailed Check,t
G761865,74,29.62966,207.4811,Mailed Check,t
O408818,62,22.73656,182.497,Mailed Check,t
M786135,51,2.476217,147.4783,Mailed Check,t
T166384,23,9.05316,172.4733,Credit Card Automatic,t
H304203,49,10.69505,137.4698,Electronic Check,t
O886055,35,22.31932,152.4952,Credit Card Automatic,t
Y857689,35,18.01018,167.4564,Mailed Check,t
L223677,63,12.50419,162.4833,Credit Card Automatic,t
